Animal's Name,License Issue Date,License Number,Primary Breed,Secondary Breed,Species,ZIP Code
Fritz,2016-11-03T00:00:00.000,,"Dachshund, Miniature Long Haired",,Dog,98121
Gerald,2016-11-03T00:00:00.000,,"Schnauzer, Miniature",Terrier,Dog,98107
Neagle,2016-11-03T00:00:00.000,,Portuguese Water Dog,,Dog,98108
Ada,2016-11-03T00:00:00.000,,American Shorthair,,Cat,98117
Roxie,2016-11-03T00:00:00.000,,Terrier,,Dog,98109
Watson,2016-11-03T00:00:00.000,,"Schnauzer, Miniature",,Dog,98112
Pepper,2016-11-03T00:00:00.000,,Australian Cattle Dog,German Shepherd,Dog,98177
Darla,2016-11-03T00:00:00.000,,Boxer,"Retriever, Labrador",Dog,98117
Neo,2016-11-03T00:00:00.000,,"Poodle, Standard",,Dog,98121
Milo,2016-11-03T00:00:00.000,,Bichon Frise,Havanese,Dog,98177
Simon,2016-11-03T00:00:00.000,,Bichon Frise,Havanese,Dog,98177
Chewbacca,2016-11-03T00:00:00.000,,Havanese,,Dog,98103
Tofu,2016-11-03T00:00:00.000,,Samoyed,,Dog,98122
Rory,2016-11-03T00:00:00.000,,Domestic Longhair,,Cat,98107
Hank,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98109
Bentley,2016-11-03T00:00:00.000,,"Retriever, Labrador",,Dog,98103
Bruno,2016-11-03T00:00:00.000,,Lagotto Romagnolo,,Dog,98102
Hobbes,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98102
Rostam Makhsous Vom Hornback,2016-11-03T00:00:00.000,,German Shepherd,,Dog,98125
Misha,2016-11-03T00:00:00.000,,Mix,,Cat,98116
Nala,2016-11-03T00:00:00.000,,Mix,,Cat,98116
Sig,2016-11-03T00:00:00.000,,"Terrier, Pit Bull",,Dog,98118
Nancy,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98103
Neemo,2016-11-03T00:00:00.000,,Domestic Medium Hair,,Cat,98103
Magellan,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98103
Annie,2016-11-03T00:00:00.000,,Border Collie,,Dog,98103
Buddy,2016-11-03T00:00:00.000,,Pomeranian,,Dog,98107
Kismet,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98109
Rita,2016-11-03T00:00:00.000,,Boxer,"Terrier, Pit Bull",Dog,98103
Gizmo,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98117
Ziggy Stardust,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98117
Bruce,2016-11-03T00:00:00.000,,Coonhound,"Retriever, Labrador",Dog,98115
Toby,2016-11-03T00:00:00.000,,Bichon Frise,"Poodle, Miniature",Dog,98116
Julep,2016-11-03T00:00:00.000,,Border Collie,,Dog,98136
Lucky,2016-11-03T00:00:00.000,,"Retriever, Flat-Coated",,Dog,98136
Donnie,2016-11-03T00:00:00.000,,American Shorthair,,Cat,98116
Jasper,2016-11-03T00:00:00.000,,Mix,,Cat,98122
Hank,2016-11-03T00:00:00.000,,Australian Shepherd,,Dog,98116
Shepard,2016-11-03T00:00:00.000,,Domestic Shorthair,,Cat,98115
Theo,2016-11-04T00:00:00.000,,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,Dog,98133
Fiji,2016-11-04T00:00:00.000,,Pointer,Mix,Dog,98105
Koda,2016-11-04T00:00:00.000,,"Retriever, Labrador",Mix,Dog,98117
Wallingford,2016-11-04T00:00:00.000,,"Schnauzer, Miniature","Terrier, Silky",Dog,98101
Cheetah,2016-11-04T00:00:00.000,,Domestic Shorthair,Mix,Cat,98141
Paco,2016-11-04T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98146
Bonita,2016-11-04T00:00:00.000,,"Terrier, Yorkshire",,Dog,98106
Samuel Fox,2016-11-04T00:00:00.000,,"Spaniel, Cavalier King Charles","Poodle, Miniature",Dog,98105
Harleyquinn,2016-11-04T00:00:00.000,,Dutch Shepherd,"Retriever, Labrador",Dog,98118
Margot,2016-11-04T00:00:00.000,,Siberian Husky,"Bulldog, English",Dog,98122
Eloise,2016-11-04T00:00:00.000,,Mix,,Cat,98119
Henry,2016-11-04T00:00:00.000,,Mix,,Cat,98119
MacGyver,2016-11-04T00:00:00.000,,English Shepherd,"Retriever, Golden",Dog,98117
Sammy,2016-11-04T00:00:00.000,,Weimaraner,,Dog,98136
Phin,2016-11-04T00:00:00.000,,"Poodle, Standard",,Dog,98103
Brock,2016-11-04T00:00:00.000,,"Terrier, American Staffordshire",,Dog,98119
Cricket,2016-11-04T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98115
Peaches,2016-11-04T00:00:00.000,,Mix,,Cat,98116
Perlita,2016-11-04T00:00:00.000,,Mix,,Cat,98116
Rey,2016-11-04T00:00:00.000,,"Poodle, Miniature","Retriever, Labrador",Dog,98104
Gracie,2016-11-04T00:00:00.000,,German Shepherd,,Dog,98136
Piper,2016-11-04T00:00:00.000,,Mix,,Cat,98122
Sophie,2016-11-04T00:00:00.000,,Mix,,Cat,98122
Gigi,2016-11-04T00:00:00.000,,Siamese,,Cat,98105
Booger or Boo,2016-11-04T00:00:00.000,,Australian Shepherd,,Dog,98126
Rodi,2016-11-04T00:00:00.000,,Anatolian Shepherd,Saluki,Dog,98118
Eva,2016-11-04T00:00:00.000,,"Terrier, Staffordshire Bull","Retriever, Labrador",Dog,98133
Hagen,2016-11-04T00:00:00.000,,Domestic Medium Hair,,Cat,98109
Scout,2016-11-04T00:00:00.000,,Pointer,Hound,Dog,98105
Tahoe,2016-11-04T00:00:00.000,,"Retriever, Golden","Poodle, Standard",Dog,98109
Dylan,2016-11-04T00:00:00.000,,"Retriever, Golden",,Dog,98109
Toby,2016-11-04T00:00:00.000,,Mix,,Dog,98125
Wilson,2016-11-04T00:00:00.000,,Domestic Shorthair,,Cat,98118
Charley,2016-11-04T00:00:00.000,,"Retriever, Labrador","Poodle, Standard",Dog,98122
Kuro,2016-11-04T00:00:00.000,,American Shorthair,,Cat,98102
Sam Legg,2016-11-04T00:00:00.000,,Plott Hound,Dutch Shepherd,Dog,98118
Lila,2016-11-04T00:00:00.000,,Spaniel,Border Collie,Dog,98105
Bentley,2016-11-04T00:00:00.000,,"Retriever, Labrador","Poodle, Standard",Dog,98144
Mackety Mac,2016-11-04T00:00:00.000,,American Shorthair,,Cat,98103
Thelma,2016-11-04T00:00:00.000,,Domestic Shorthair,,Cat,98117
Jax,2016-11-04T00:00:00.000,,Havanese,,Dog,98103
Flower,2016-11-04T00:00:00.000,,Mix,,Dog,98118
Chewbacca,2016-11-04T00:00:00.000,,Bichon Frise,Shih Tzu,Dog,98116
Dilly,2016-11-04T00:00:00.000,,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",Dog,98117
Maddox,2016-11-04T00:00:00.000,,"Bulldog, American",Bullmastiff,Dog,98199
Peanut,2016-11-04T00:00:00.000,,Maltese,"Poodle, Miniature",Dog,98115
Luna,2016-11-04T00:00:00.000,,Hound,English Shepherd,Dog,98122
Hula,2016-11-04T00:00:00.000,,"Chihuahua, Short Coat",Terrier,Dog,98103
Oso,2016-11-04T00:00:00.000,,Rottweiler,Chow Chow,Dog,98118
Tigger,2016-11-04T00:00:00.000,,Domestic Medium Hair,,Cat,98103
Sabbath,2016-11-05T00:00:00.000,,"Retriever, Labrador",Mix,Dog,98107
Deacon,2016-11-05T00:00:00.000,,Great Dane,Mix,Dog,98117
Luke,2016-11-05T00:00:00.000,,"Retriever, Labrador","Poodle, Standard",Dog,98122
Beau,2016-10-05T00:00:00.000,833740,"Terrier, Boston",Mix,Dog,98108
Zippy,2016-10-25T00:00:00.000,,"Dachshund, Miniature Smooth Haired",Mix,Dog,98115
Stewart,2016-11-06T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98122
Bella,2016-11-04T00:00:00.000,,"Spaniel, English Cocker","Poodle, Standard",Dog,98121
Jabber,2016-11-09T00:00:00.000,,Domestic Shorthair,Mix,Cat,98125
Shadow,2016-11-09T00:00:00.000,,Domestic Medium Hair,Mix,Cat,98125
Hero,2016-11-08T00:00:00.000,,Siberian Husky,Mix,Dog,98118
George,2016-11-07T00:00:00.000,,Domestic Shorthair,Mix,Cat,98117
Dio,2016-11-08T00:00:00.000,,"Retriever, Labrador",Mix,Dog,98122
Luna,2016-11-07T00:00:00.000,,Oriental Shorthair,,Cat,98125
Ziegfeld,2016-11-07T00:00:00.000,,Domestic Medium Hair,,Cat,98115
Zola,2016-11-07T00:00:00.000,,Domestic Shorthair,,Cat,98115
Spartacus,2016-11-07T00:00:00.000,,"Dachshund, Miniature Smooth Haired",Terrier,Dog,98107
Frannie,2016-11-07T00:00:00.000,,Dutch Shepherd,"Retriever, Labrador",Dog,98108
Ellie,2016-11-07T00:00:00.000,,German Shepherd,,Dog,98115
Mac,2016-11-07T00:00:00.000,,German Shepherd,,Dog,98115
Paddington,2016-11-07T00:00:00.000,,Maltese,,Dog,98144
Chai,2016-11-07T00:00:00.000,,"Bulldog, French",,Dog,98103
Huck,2016-11-07T00:00:00.000,,"Poodle, Standard","Retriever, Golden",Dog,98116
Lucy,2016-11-07T00:00:00.000,,Lhasa Apso,,Dog,98101
Rue,2016-11-07T00:00:00.000,,Lhasa Apso,"Spaniel, Cavalier King Charles",Dog,98101
Coco,2016-11-07T00:00:00.000,,Border Collie,"Retriever, Labrador",Dog,98115
Dusty,2016-11-07T00:00:00.000,,"Retriever, Labrador",,Dog,98106
Snowball,2016-11-07T00:00:00.000,,Siamese,,Cat,98106
Artemis,2016-11-07T00:00:00.000,,"Retriever, Golden",,Dog,98101
Mocha,2016-11-07T00:00:00.000,,Havanese,,Dog,98102
Atlas,2016-11-07T00:00:00.000,,Australian Cattle Dog,Australian Shepherd,Dog,98121
Andromeda,2016-11-07T00:00:00.000,,"Retriever, Labrador",Hound,Dog,98122
Cash,2016-11-07T00:00:00.000,,Australian Cattle Dog,,Dog,98119
Paco,2016-11-07T00:00:00.000,,Mix,"Poodle, Miniature",Dog,98116
Westley Williams,2016-11-07T00:00:00.000,,"Retriever, Golden",,Dog,98115
Aashi,2016-11-07T00:00:00.000,,Siamese,,Cat,98103
Ari,2016-11-07T00:00:00.000,,Siamese,,Cat,98103
Bailey,2016-11-07T00:00:00.000,,Havanese,"Poodle, Miniature",Dog,98102
Leila Bourlier,2016-11-07T00:00:00.000,,"Retriever, Golden",,Dog,98117
Lulu,2016-11-07T00:00:00.000,,Pug,Beagle,Dog,98106
Anabelle,2016-11-07T00:00:00.000,,Brittany,"Setter, English",Dog,98115
Bennet,2016-11-07T00:00:00.000,,American Shorthair,,Cat,98107
Sokka,2016-11-07T00:00:00.000,,American Shorthair,,Cat,98107
Sandy,2016-11-07T00:00:00.000,,"Retriever, Labrador","Poodle, Standard",Dog,98105
Echo,2016-11-07T00:00:00.000,,Mix,,Dog,98119
Koda,2016-11-07T00:00:00.000,,"Retriever, Labrador",,Dog,98122
Snoop,2016-11-07T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98109
Ty,2016-11-07T00:00:00.000,,"Retriever, Labrador",Border Collie,Dog,98109
Indi,2016-11-07T00:00:00.000,,"Terrier, Soft Coated Wheaten","Poodle, Standard",Dog,98136
Wally Scott Mackley,2016-11-07T00:00:00.000,,"Poodle, Standard",,Dog,98177
Lyla,2016-11-07T00:00:00.000,,Bullmastiff,,Dog,98115
Shakespeare,2016-11-07T00:00:00.000,,"Terrier, Jack Russell",Shih Tzu,Dog,98107
Tiller,2016-11-07T00:00:00.000,,Miniature Pinscher,,Dog,98126
Cassini,2016-11-07T00:00:00.000,,Domestic Shorthair,,Cat,98109
Sullivan,2016-11-07T00:00:00.000,,Domestic Shorthair,,Cat,98109
Samantha,2016-11-07T00:00:00.000,,Domestic Medium Hair,,Cat,98107
Jasmine,2016-11-07T00:00:00.000,,Domestic Shorthair,Mix,Cat,98116
Josie,2016-11-07T00:00:00.000,,"Chihuahua, Short Coat","Terrier, Rat",Dog,98116
Luna Belle,2016-11-07T00:00:00.000,,"Spaniel, Cavalier King Charles","Poodle, Toy",Dog,98103
Yogi,2016-11-07T00:00:00.000,,Mix,,Dog,98116
Mocha,2016-11-07T00:00:00.000,,Domestic Longhair,,Cat,98102
Lolly,2016-11-07T00:00:00.000,,Shih Tzu,,Dog,98126
Mowgli,2016-11-07T00:00:00.000,,Olde English Bulldogge,,Dog,98106
Percy,2016-11-07T00:00:00.000,,"Retriever, Golden",,Dog,98102
Sophie,2016-11-08T00:00:00.000,,Domestic Shorthair,Mix,Cat,98101
Ziggy,2016-11-08T00:00:00.000,,Maine Coon,Mix,Cat,98116
Mejla,2016-11-08T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98115
Neville,2016-11-15T00:00:00.000,,Pug,Beagle,Dog,98115
Missy,2016-11-09T00:00:00.000,,"Retriever, Golden",Mix,Dog,98119
Jasper Bean,2016-11-08T00:00:00.000,,"Terrier, Soft Coated Wheaten",,Dog,98118
Stella Luna,2016-11-08T00:00:00.000,,Retriever,,Dog,98115
Walter,2016-11-08T00:00:00.000,,American Bandogge Mastiff,"Terrier, American Pit Bull",Dog,98177
Winston,2016-11-08T00:00:00.000,,"Welsh Corgi, Pembroke",,Dog,98122
Kerry,2016-11-08T00:00:00.000,,American Shorthair,,Cat,98101
Kirby,2016-11-08T00:00:00.000,,American Shorthair,,Cat,98101
Hiro Protagonist,2016-11-08T00:00:00.000,,Domestic Shorthair,,Cat,98101-2873
Miss Kitty,2016-11-08T00:00:00.000,,Pug,,Dog,98116
Ollie,2016-11-08T00:00:00.000,,"Terrier, Border",,Dog,98119
Bear,2016-11-08T00:00:00.000,,"Retriever, Labrador",Hound,Dog,98103
Elise,2016-11-08T00:00:00.000,,American Shorthair,,Cat,98117
Maggie,2016-11-08T00:00:00.000,,"Retriever, Golden",,Dog,98106
Southie,2016-11-08T00:00:00.000,,Domestic Shorthair,,Cat,98103
Wolfie,2016-11-08T00:00:00.000,,Domestic Shorthair,,Cat,98103
Jones,2016-11-08T00:00:00.000,,Australian Cattle Dog,Catahoula Leopard dog,Dog,98133
Phoebe,2016-11-08T00:00:00.000,,American Shorthair,,Cat,98115
Thalia,2016-11-08T00:00:00.000,,American Shorthair,,Cat,98115
Iggy,2016-11-08T00:00:00.000,,"Poodle, Miniature","Dachshund, Miniature Long Haired",Dog,98125
Augie,2016-11-08T00:00:00.000,,"Poodle, Miniature","Retriever, Labrador",Dog,98116
Pumpkin,2016-11-08T00:00:00.000,,"Poodle, Miniature","Retriever, Golden",Dog,98116
Scooter,2016-11-08T00:00:00.000,,"Schnauzer, Miniature",,Dog,98109
Penny,2016-11-08T00:00:00.000,,"Retriever, Golden",Bearded Collie,Dog,98103
Rocky,2016-11-08T00:00:00.000,,"Schnauzer, Standard","Poodle, Standard",Dog,98116
Bean,2016-11-08T00:00:00.000,,Beagle,"Chihuahua, Short Coat",Dog,98107
Rocket,2016-11-08T00:00:00.000,,"Retriever, Curly Coated","Poodle, Standard",Dog,98119
Roxy,2016-11-08T00:00:00.000,,"Retriever, Golden",,Dog,98108
Ruby Sue,2016-11-08T00:00:00.000,,Boxer,,Dog,98112
Skoby,2016-11-08T00:00:00.000,,Border Collie,,Dog,98107
Rainey,2016-11-17T00:00:00.000,,"Retriever, Labrador",,Dog,98122
Monkey,2016-11-08T00:00:00.000,,Australian Cattle Dog,Pointer,Dog,98136
Baker,2016-11-08T00:00:00.000,,Chinese Shar-Pei,Australian Cattle Dog,Dog,98144
Baxter,2016-11-08T00:00:00.000,,American Shorthair,,Cat,98112
Cooper,2016-11-08T00:00:00.000,,"Terrier, Yorkshire","Poodle, Miniature",Dog,98116
Sandi Lynn Garcia,2016-11-08T00:00:00.000,,Terrier,"Poodle, Miniature",Dog,98125
Tasha Rose,2016-11-08T00:00:00.000,,Pug,,Dog,98103
Ripley,2016-11-08T00:00:00.000,,Coonhound,,Dog,98199
Rudy,2016-11-08T00:00:00.000,,Whippet,,Dog,98199
Esme Swigart,2016-11-08T00:00:00.000,,Pomeranian,,Dog,98122
Prudence,2016-11-08T00:00:00.000,,Shepherd,Mix,Dog,98118
Rita,2016-11-08T00:00:00.000,,Domestic Shorthair,,Cat,98118
Sadie,2016-11-08T00:00:00.000,,Domestic Medium Hair,,Cat,98118
Molly,2016-11-08T00:00:00.000,,"Poodle, Toy",,Dog,98125
Charlie,2016-11-08T00:00:00.000,,Dalmatian,,Dog,98121
Dexter,2016-11-08T00:00:00.000,,"Poodle, Miniature",Mix,Dog,98109
Garrett,2016-11-08T00:00:00.000,,"Retriever, Labrador",Mix,Dog,98109
Colby,2016-11-08T00:00:00.000,,Shiba Inu,,Dog,98106
Bailey,2016-11-08T00:00:00.000,,Shepherd,"Retriever, Labrador",Dog,98115
Jameson,2016-11-08T00:00:00.000,,"Bulldog, American",Boxer,Dog,98115
Ada,2016-11-08T00:00:00.000,,"Vizsla, Smooth Haired",,Dog,98144
Remi,2016-11-08T00:00:00.000,,"Vizsla, Smooth Haired",,Dog,98144
Zephyr,2016-11-08T00:00:00.000,,Keeshond,,Dog,98116
Mars,2016-11-08T00:00:00.000,,"Retriever, Labrador",,Dog,98106
Ava,2016-11-08T00:00:00.000,,Border Collie,Australian Shepherd,Dog,98103
Gimli Bassethammer,2016-11-08T00:00:00.000,,Basset Hound,,Dog,98118
Peko,2016-11-08T00:00:00.000,,Domestic Medium Hair,,Cat,98117
Mickey,2016-11-08T00:00:00.000,,Shiba Inu,,Dog,98112
Norman,2016-11-08T00:00:00.000,,"Terrier, Tibetan",,Dog,98109
Hiro,2016-11-08T00:00:00.000,,Shiba Inu,,Dog,98126
Emmy,2016-11-08T00:00:00.000,,Shih Tzu,,Dog,98121
Ralph,2016-11-08T00:00:00.000,,"Poodle, Toy",,Dog,98121
Georgia,2016-11-08T00:00:00.000,,Domestic Shorthair,Domestic Shorthair,Cat,98125
Finn,2016-11-08T00:00:00.000,,"Poodle, Miniature","Retriever, Golden",Dog,98118
Beana,2016-11-08T00:00:00.000,,Domestic Shorthair,,Cat,98119
Arlo Vander Bear Likkel,2016-11-08T00:00:00.000,,"Poodle, Toy",,Dog,98117
Tubby,2016-11-08T00:00:00.000,,"Bulldog, English",,Dog,98122
Bastian,2016-11-08T00:00:00.000,,Ocicat,Siamese,Cat,98105
Rufio,2016-11-08T00:00:00.000,,Ocicat,Siamese,Cat,98105
Bingo,2016-11-08T00:00:00.000,,"Collie, Rough",,Dog,98115
Joy,2016-11-08T00:00:00.000,,"Retriever, Golden",,Dog,98102
Peg,2016-11-08T00:00:00.000,,Domestic Medium Hair,,Cat,98106
Ruby,2016-11-08T00:00:00.000,,"Chihuahua, Long Coat","Terrier, Rat",Dog,98106
Zed,2016-11-09T00:00:00.000,,"Poodle, Standard",Newfoundland,Dog,98103
LeBron,2016-11-09T00:00:00.000,,Domestic Medium Hair,Mix,Cat,98112
Ottis,2016-11-03T00:00:00.000,,Domestic Shorthair,Mix,Cat,98104
Tichee,2016-10-27T00:00:00.000,,Domestic Shorthair,Mix,Cat,98122
Juliette,2016-10-27T00:00:00.000,,Siamese,Mix,Cat,98122
Jaz,2016-11-03T00:00:00.000,,"Terrier, Boston",Mix,Dog,98116
Lilly Van,2016-10-24T00:00:00.000,,"Spaniel, Cavalier King Charles",Mix,Dog,98107
Cloud,2016-11-09T00:00:00.000,,"Welsh Corgi, Pembroke",Mix,Dog,98125
Odin,2016-10-21T00:00:00.000,,Siberian Husky,Mix,Dog,98122
Zilpah,2016-11-09T00:00:00.000,,Domestic Longhair,Mix,Cat,98122
Luna,2016-11-09T00:00:00.000,,"Poodle, Standard",,Dog,98103
Shelby,2016-11-09T00:00:00.000,,Old English Sheepdog,"Poodle, Standard",Dog,98115
Jojo,2016-11-09T00:00:00.000,,Domestic Shorthair,,Cat,98136
Blue,2016-11-09T00:00:00.000,,Australian Cattle Dog,,Dog,98105
Theo,2016-11-09T00:00:00.000,,Domestic Shorthair,,Cat,98107
Tawny,2016-11-09T00:00:00.000,,"Retriever, Golden",,Dog,98106
Pugsley,2016-11-09T00:00:00.000,,Pug,,Dog,98115
Gizmo,2016-11-09T00:00:00.000,,Mix,,Dog,98108
Boodle,2016-11-09T00:00:00.000,,Domestic Shorthair,,Cat,98178
Willow,2016-11-09T00:00:00.000,,American Shorthair,,Cat,98126
Brown Cow,2016-11-09T00:00:00.000,,"Terrier, Pit Bull",Mix,Dog,98122
Roxie,2016-11-09T00:00:00.000,,Papillon,,Dog,98117
Zack,2016-11-09T00:00:00.000,,"Terrier, Parson Russell",,Dog,98117
Ollie,2016-11-09T00:00:00.000,,"Terrier, Pit Bull",,Dog,98112
Chaplin,2016-11-09T00:00:00.000,,Shiba Inu,Basenji,Dog,98107
Smokey,2016-11-09T00:00:00.000,,Domestic Shorthair,,Cat,98103
Jack,2016-11-09T00:00:00.000,,Domestic Shorthair,,Cat,98101
Beau,2016-11-09T00:00:00.000,,"Poodle, Miniature","Retriever, Labrador",Dog,98117
Pepper,2016-11-10T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98103
Santino,2016-11-10T00:00:00.000,,Domestic Shorthair,Mix,Cat,98119
Dolby,2016-11-10T00:00:00.000,,"Welsh Corgi, Pembroke",Mix,Dog,98116
Daisy,2016-11-10T00:00:00.000,,"Poodle, Standard","Retriever, Labrador",Dog,98103
Panda,2016-11-10T00:00:00.000,,Domestic Longhair,Mix,Cat,98133
Twix,2016-11-19T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98118
Cash,2016-11-10T00:00:00.000,,"Setter, English",Mix,Dog,98177
Duncan,2016-11-10T00:00:00.000,,"Retriever, Labrador",Mix,Dog,98125
Duke,2016-11-10T00:00:00.000,,Border Collie,Australian Shepherd,Dog,98107
Lola,2016-11-10T00:00:00.000,,Boxer,"Terrier, Pit Bull",Dog,98199
Poppy,2016-11-10T00:00:00.000,,"Spaniel, Welsh Springer",,Dog,98144
Avalanche,2016-11-10T00:00:00.000,,"Retriever, Labrador",,Dog,98115
Roxxy,2016-11-10T00:00:00.000,,"Welsh Corgi, Cardigan",,Dog,98122
Henry,2016-11-10T00:00:00.000,,Shiba Inu,,Dog,98125
Ari,2016-11-10T00:00:00.000,,Domestic Longhair,,Cat,98103
Roscoe,2016-11-10T00:00:00.000,,Shih Tzu,,Dog,98112
Willie,2016-11-10T00:00:00.000,,Pekingese,,Dog,98112
Buddy,2016-11-10T00:00:00.000,,Russian Blue,,Cat,98101
Jack Leck,2016-11-10T00:00:00.000,,"Bulldog, English",,Dog,98108
Tigra,2016-11-10T00:00:00.000,,American Shorthair,,Cat,98177
Bradley,2016-11-10T00:00:00.000,,"Retriever, Labrador",,Dog,98199
Samson,2016-11-10T00:00:00.000,,Australian Shepherd,Border Collie,Dog,98115
Boone,2016-11-10T00:00:00.000,,"Retriever, Labrador",,Dog,98125
Ruby,2016-11-10T00:00:00.000,,"Retriever, Golden",,Dog,98177
Scout,2016-11-10T00:00:00.000,,"Chihuahua, Short Coat",,Dog,98105
Atticus,2016-11-10T00:00:00.000,,Brittany,,Dog,98125
Rallo,2016-11-12T00:00:00.000,,Australian Shepherd,Mix,Dog,98118
Mimi,2016-11-12T00:00:00.000,,"Dachshund, Miniature Smooth Haired",Mix,Dog,98117
Schatzi,2016-11-12T00:00:00.000,,"Dachshund, Miniature Smooth Haired",Mix,Dog,98117
Judy,2016-09-19T00:00:00.000,,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,Dog,98115
Mocha,2016-11-12T00:00:00.000,,"Chihuahua, Short Coat",Mix,Dog,98109
Lilly,2016-11-12T00:00:00.000,,"Bulldog, French",Mix,Dog,98121
Magnolia,2016-11-12T00:00:00.000,,"Dachshund, Miniature Smooth Haired",Mix,Dog,98109
Bosco,2016-11-10T00:00:00.000,,Basenji,Mix,Dog,98122
Jimmy Two Times,2016-11-12T00:00:00.000,,Border Collie,Australian Cattle Dog,Dog,98199
Gibbs,2016-11-13T00:00:00.000,,Domestic Shorthair,Mix,Cat,98117
Zoe,2016-11-16T00:00:00.000,,Ragdoll,Mix,Cat,98199
Bubbles,2016-11-13T00:00:00.000,,Domestic Shorthair,Mix,Cat,98116
Lovey,2016-11-13T00:00:00.000,,Abyssinian,Mix,Cat,98102
Rainier,2016-11-13T00:00:00.000,,"Poodle, Miniature","Retriever, Golden",Dog,98105
Jasmine,2016-11-13T00:00:00.000,,Siamese,Mix,Cat,98125
Tim,2016-11-14T00:00:00.000,,Domestic Shorthair,Mix,Cat,98107
Tony,2016-11-14T00:00:00.000,,Domestic Shorthair,Mix,Cat,98107
Ellie,2016-11-14T00:00:00.000,,"Terrier, Yorkshire","Schnauzer, Miniature",Dog,98102
Shadow,2016-11-14T00:00:00.000,,Border Collie,"Retriever, Labrador",Dog,98199
Sally,2016-11-14T00:00:00.000,,Domestic Shorthair,Mix,Cat,98117
Moose,2016-11-14T00:00:00.000,,"Bulldog, French",Mix,Dog,98103
Lucy,2016-11-14T00:00:00.000,,Domestic Shorthair,Mix,Cat,98102
Raja,2016-11-14T00:00:00.000,,German Shepherd,Mix,Dog,98133
Merlin,2016-11-14T00:00:00.000,,American Shorthair,,Cat,98136
Morganna,2016-11-14T00:00:00.000,,Domestic Medium Hair,,Cat,98136
Marmalade,2016-11-14T00:00:00.000,,American Shorthair,,Cat,98119
Jerome,2016-11-14T00:00:00.000,,"Welsh Corgi, Pembroke",Australian Cattle Dog,Dog,98117
Nacho,2016-11-14T00:00:00.000,,"Welsh Corgi, Pembroke",Australian Cattle Dog,Dog,98117
Mr. Yoshi,2016-11-14T00:00:00.000,,Domestic Shorthair,,Cat,98118
Mila,2016-11-14T00:00:00.000,,Pomeranian,,Dog,98119
Berkeley,2016-11-14T00:00:00.000,,"Poodle, Standard","Spaniel, American Cocker",Dog,98118
Bowser,2016-11-14T00:00:00.000,,Catahoula Leopard dog,"Retriever, Labrador",Dog,98109
Duke,2016-11-14T00:00:00.000,,"Retriever, Labrador",Boxer,Dog,98109
Baloo,2016-11-14T00:00:00.000,,"Terrier, Pit Bull",,Dog,98103
Theo,2016-11-14T00:00:00.000,,"Australian Shepherd, Miniature","Welsh Corgi, Pembroke",Dog,98121
Crixus,2016-11-14T00:00:00.000,,Boxer,,Dog,98199
Stella,2016-11-14T00:00:00.000,,Belgian Malinois,German Shepherd,Dog,98118
Gus,2016-11-14T00:00:00.000,,"Retriever, Labrador",,Dog,98126
Princess,2016-11-14T00:00:00.000,,Shepherd,,Dog,98117
Kota,2016-11-14T00:00:00.000,,Siberian Husky,,Dog,98117
Cosita,2016-11-14T00:00:00.000,,"Chihuahua, Short Coat",Terrier,Dog,98107
Jack,2016-11-14T00:00:00.000,,Domestic Longhair,,Cat,98125
Bear,2016-11-14T00:00:00.000,,Mastiff,Mix,Dog,98118
Apollo,2016-11-14T00:00:00.000,,"Terrier, Fox, Smooth",,Dog,98118
Midnighter,2016-11-14T00:00:00.000,,"Schnauzer, Miniature",,Dog,98118
Fil,2016-11-14T00:00:00.000,,Mix,,Dog,98119
Moe,2016-11-14T00:00:00.000,,Mix,,Dog,98119
Cedric,2016-11-14T00:00:00.000,,"Terrier, Staffordshire Bull",,Dog,98108
Harry,2016-11-14T00:00:00.000,,Pomeranian,,Dog,98108
Kevin,2016-11-14T00:00:00.000,,German Shepherd,,Dog,98146
Ariya,2016-11-14T00:00:00.000,,Domestic Shorthair,,Cat,98107
Freedom,2016-11-14T00:00:00.000,,Australian Cattle Dog,Mix,Dog,98107
Greyson,2016-11-14T00:00:00.000,,Domestic Shorthair,,Cat,98107
Milly,2016-11-14T00:00:00.000,,Beagle,Mix,Dog,98117
Dozer,2016-11-14T00:00:00.000,,English Mastiff,"Retriever, Labrador",Dog,98105
