,id,name,host_response_time,host_acceptance_rate,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
4883,1092826048056009128,"Beautiful, bright craftsman unit",within an hour,100%,2.0,Northgate,47.69571579170414,-122.3197802172556,Entire home,Entire home/apt,4,1.0,2.0,2.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""TV"", ""Room-darkening shades"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Dryer"", ""Clothing storage"", ""Hangers"", ""Stove"", ""Patio or balcony"", ""Cleaning products"", ""Washer"", ""Iron"", ""Dining table"", ""Body soap"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""BBQ grill"", ""Shampoo"", ""Keypad"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Pets allowed"", ""Blender"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Backyard"", ""Heating"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""Extra pillows and blankets""]",$162.00,7,120,0,2,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.15
4885,1093578994618717661,Cozy Floating Home,,67%,1.0,Capitol Hill,47.64764,-122.31799,Entire home,Entire home/apt,2,1.0,1.0,1.0,"[""Baking sheet"", ""Free parking on premises"", ""Freezer"", ""Dishes and silverware"", ""TV"", ""Outdoor furniture"", ""City skyline view"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Stove"", ""Cleaning products"", ""Washer"", ""Dining table"", ""AC - split type ductless system"", ""Stainless steel oven"", ""Bay view"", ""Ocean view"", ""Portable fans"", ""Waterfront"", ""Lake access"", ""BBQ grill"", ""Free dryer \u2013 In unit"", ""Lake view"", ""Toaster"", ""Sea view"", ""Hair dryer"", ""Heating - split type ductless system"", ""Hot water"", ""Marina view"", ""Smoke alarm"", ""Canal view"", ""Bed linens"", ""Coffee maker: french press, Nespresso"", ""Mountain view"", ""Fire extinguisher"", ""Coffee"", ""Private patio or balcony"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Barbecue utensils"", ""Extra pillows and blankets""]",$136.00,30,180,0,4,24480.0,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0.28
4886,1093591795839296182,"New Downtown 2 Beds, 2 Baths Waterfront Alaska 335",within an hour,100%,63.0,Downtown,47.61039,-122.34435,Entire home,Entire home/apt,4,2.0,2.0,2.0,"[""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""TV"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Crib"", ""Stove"", ""Cleaning products"", ""Washer"", ""Iron"", ""Dining table"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Safe"", ""Air conditioning"", ""Lake access"", ""Gym"", ""Exterior security cameras on property"", ""Shampoo"", ""Elevator"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Heating"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Free street parking"", ""Extra pillows and blankets""]",$242.00,1,1000,20,30,29040.0,4.77,4.83,4.9,4.67,4.7,5.0,4.73,1.97
4888,1095019445404814911,Totya's Garden House,within an hour,100%,1.0,Northgate,47.70407,-122.32081,Entire home,Entire home/apt,6,1.0,2.0,3.0,"[""Baking sheet"", ""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""TV"", ""Room-darkening shades"", ""Bathtub"", ""Electric stove"", ""Kitchen"", ""Wifi"", ""Clothing storage"", ""Hangers"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Washer"", ""Iron"", ""Body soap"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Pets allowed"", ""Fire extinguisher"", ""Indoor fireplace: wood-burning"", ""Coffee"", ""Blender"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Hot water kettle"", ""First aid kit""]",$146.00,1,1125,15,25,21024.0,4.92,4.92,5.0,4.96,4.96,4.84,4.8,1.93
4890,1095359640912152897,Modern townhouse with rooftop.,within an hour,96%,1.0,West Seattle,47.51831247695468,-122.37786591920442,Entire home,Entire home/apt,6,,2.0,,"[""Free parking on premises"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Room-darkening shades"", ""Bathtub"", ""Coffee maker: drip coffee maker"", ""Outdoor dining area"", ""Kitchen"", ""Private entrance"", ""Hangers"", ""55 inch HDTV"", ""AC - split type ductless system"", ""Bay view"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Fast wifi \u2013 165 Mbps"", ""Shower gel"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Heating - split type ductless system"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Mountain view"", ""Beko stainless steel single oven"", ""Private patio or balcony"", ""Microwave"", ""Cooking basics"", ""Dishwasher"", ""Window AC unit"", ""Conditioner"", ""Essentials"", ""Free street parking"", ""Beko refrigerator""]",,1,28,18,29,,4.83,4.86,4.97,4.79,4.97,4.72,4.59,1.6
4894,1095752888423061723,Studio205 | Your PNW Urban Hideaway,,,1.0,Downtown,47.6153641,-122.3413629,Entire condo,Entire home/apt,2,1.0,0.0,1.0,"[""Baking sheet"", ""Sound system"", ""Native conditioner"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Portable air conditioning"", ""Native body soap"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Ceiling fan"", ""Hangers"", ""50 inch HDTV with Amazon Prime Video, Fire TV, Hulu, Netflix"", ""Cleaning products"", ""Iron"", ""Dining table"", ""Premier stainless steel single oven"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Laundromat nearby"", ""Clothing storage: walk-in closet"", ""Smoke alarm"", ""Bed linens"", ""Native shampoo"", ""Fire extinguisher"", ""Coffee"", ""Coffee maker: Nespresso"", ""GE refrigerator"", ""Blender"", ""Permier stainless steel gas stove"", ""Microwave"", ""Cooking basics"", ""Radiant heating"", ""Dishwasher"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""First aid kit"", ""Rice maker"", ""Extra pillows and blankets"", ""Paid parking lot off premises""]",$174.00,2,29,19,0,0.0,,,,,,,,
4895,1095771068081317589,The Seattle Room - 10min to Downtown by Light Rail,within an hour,99%,105.0,University District,47.66481,-122.30969,Private room in home,Private room,2,3.0,1.0,1.0,"[""Self check-in"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Stove"", ""Dining table"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Shower gel"", ""Exterior security cameras on property"", ""Shampoo"", ""Keypad"", ""Hot water"", ""Smoke alarm"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Oven"", ""Heating"", ""Essentials""]",$56.00,1,29,28,33,6384.0,4.21,4.33,4.33,4.64,4.73,4.73,4.24,2.02
4896,1095835554815170816,Happy Seattle (Lower Level),within an hour,97%,3.0,West Seattle,47.547851405320074,-122.39063594526024,Entire rental unit,Entire home/apt,4,,1.0,,"[""Luggage dropoff allowed"", ""Free parking on premises"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Induction stove"", ""Beach access"", ""32 inch TV"", ""Mini fridge"", ""Outdoor furniture"", ""Bathtub"", ""Rice maker"", ""Outdoor dining area"", ""Wifi"", ""Private entrance"", ""Free washer \u2013 In building"", ""Hangers"", ""Kitchenette"", ""Outlet covers"", ""Baby safety gates"", ""Cleaning products"", ""Iron"", ""Dining table"", ""Body soap"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Books and reading material"", ""Shower gel"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Bikes"", ""Shampoo"", ""Coffee maker: drip coffee maker, french press"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Shared backyard \u2013 Fully fenced"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Fire extinguisher"", ""Coffee"", ""Drying rack for clothing"", ""Free dryer \u2013 In building"", ""Blender"", ""Microwave"", ""Cooking basics"", ""Radiant heating"", ""Refrigerator"", ""Board games"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Free street parking"", ""First aid kit"", ""Children\u2019s books and toys"", ""Extra pillows and blankets""]",,4,365,0,5,,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0.3
4898,1096852515664792685,"Blueground | S Lake Union, gym & rooftop, nr food",,,,Cascade,47.6249179,-122.3304542,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Self check-in"", ""High chair"", ""TV"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Hangers"", ""Crib"", ""Iron"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Gym"", ""Shampoo"", ""Elevator"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Dryer \u2013\u00a0In unit"", ""Lockbox"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Paid parking on premises"", ""Heating"", ""Essentials"", ""Long term stays allowed""]",$133.00,31,1125,0,1,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
4899,1096892922070530273,"2BR Designer Condo, Free Parking, Convention Ctr",within an hour,97%,13.0,Downtown,47.61214,-122.32981,Entire condo,Entire home/apt,6,1.0,2.0,2.0,"[""Baking sheet"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Paid street parking off premises"", ""Portable air conditioning"", ""Central heating"", ""Free washer \u2013 In unit"", ""TV"", ""Outdoor furniture"", ""Room-darkening shades"", ""City skyline view"", ""Bathtub"", ""Electric stove"", ""Kitchen"", ""Private entrance"", ""Ceiling fan"", ""Hangers"", ""Crib"", ""Fast wifi \u2013 815 Mbps"", ""Cleaning products"", ""Iron"", ""Dining table"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Shower gel"", ""Free residential garage on premises \u2013 1 space"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Elevator"", ""Toaster"", ""Hair dryer"", ""Portable heater"", ""Hot water"", ""Shared patio or balcony"", ""Laundromat nearby"", ""Lockbox"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Stainless steel single oven"", ""Coffee maker: Keurig coffee machine"", ""Board games"", ""Clothing storage: walk-in closet and closet"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets""]",$128.00,1,29,12,138,32640.0,4.98,4.95,4.96,4.95,4.99,4.93,4.92,7.19
4900,1097122195220718458,Private Room in Central Ballard,within an hour,87%,19.0,Ballard,47.66643,-122.3817,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Dedicated workspace"", ""Freezer"", ""Dishes and silverware"", ""Induction stove"", ""Central heating"", ""TV"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Cleaning products"", ""Washer"", ""Dining table"", ""Portable fans"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Smoke alarm"", ""Bed linens"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Clothing storage: closet"", ""Essentials"", ""Hot water kettle""]",$40.00,30,95,0,5,4800.0,4.6,4.4,4.8,5.0,5.0,5.0,4.6,0.29
4901,1097199881718849139,Modern Seattle Apartment ~ 2 Mi to Green Lake!,within an hour,99%,2787.0,Northgate,47.7029823,-122.3402924,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Free parking on premises"", ""Dedicated workspace"", ""Self check-in"", ""Central heating"", ""TV"", ""Outdoor furniture"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Central air conditioning"", ""Patio or balcony"", ""Washer"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Toaster"", ""Keypad"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Outdoor playground"", ""Fire extinguisher"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Essentials"", ""Long term stays allowed"", ""First aid kit""]",$83.00,30,1125,0,8,21165.0,4.75,4.63,4.88,4.63,4.38,4.5,4.38,0.46
4902,1097317503610763608,Awesome Studio with City View,within an hour,99%,10.0,Downtown,47.6101137,-122.3407443,Room in hotel,Private room,2,1.0,0.0,1.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Freezer"", ""Self check-in"", ""Courtyard view"", ""Dishes and silverware"", ""Portable air conditioning"", ""TV"", ""City skyline view"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Dryer"", ""Window guards"", ""Clothing storage"", ""Hangers"", ""Stove"", ""Exercise equipment"", ""Iron"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Gym"", ""Cleaning available during stay"", ""Shower gel"", ""Exterior security cameras on property"", ""Shampoo"", ""Elevator"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Paid parking off premises"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Oven"", ""Heating"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed""]",$220.00,2,365,20,60,44880.0,4.6,4.7,4.52,4.68,4.67,4.92,4.57,3.3
4903,1097329325392717353,Pike Place Studio w/Water View,within an hour,99%,10.0,Downtown,47.60937412454823,-122.34186977167508,Room in hotel,Private room,2,1.0,0.0,1.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Portable air conditioning"", ""TV"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Window guards"", ""Clothing storage"", ""Hangers"", ""Stove"", ""Exercise equipment"", ""Iron"", ""Bay view"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Gym"", ""Cleaning available during stay"", ""Shower gel"", ""Exterior security cameras on property"", ""Dryer \u2013 In building"", ""Shampoo"", ""Elevator"", ""Toaster"", ""Keypad"", ""Sea view"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Harbor view"", ""Smoke alarm"", ""Bed linens"", ""Washer \u2013\u00a0In building"", ""Paid parking off premises"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Oven"", ""Heating"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed""]",$252.00,2,365,26,24,21168.0,4.63,4.67,4.5,4.71,4.67,4.92,4.42,1.27
4904,1097336541886412100,Pike Place 1 Bedroom w/City View,within an hour,99%,10.0,Downtown,47.61057193868125,-122.3397505032424,Room in hotel,Private room,2,1.0,1.0,1.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Courtyard view"", ""Dishes and silverware"", ""Portable air conditioning"", ""Free washer \u2013 In unit"", ""TV"", ""City skyline view"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Clothing storage"", ""Hangers"", ""Stove"", ""Exercise equipment"", ""Iron"", ""Dining table"", ""Portable fans"", ""Carbon monoxide alarm"", ""Gym"", ""Cleaning available during stay"", ""Shower gel"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Elevator"", ""Toaster"", ""Keypad"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Paid parking off premises"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Oven"", ""Heating"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed""]",$243.00,2,365,19,7,4374.0,4.43,4.57,4.86,4.29,4.57,4.86,4.29,0.37
4905,1097344242648386582,Pike Place 1 Bedroom -Water View,within an hour,99%,10.0,Downtown,47.61112,-122.34043,Room in hotel,Private room,2,1.0,1.0,1.0,"[""Baking sheet"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Portable air conditioning"", ""Free washer \u2013 In unit"", ""TV"", ""Bathtub"", ""Kitchen"", ""Wifi"", ""Clothing storage"", ""Hangers"", ""Stove"", ""Exercise equipment"", ""Iron"", ""Dining table"", ""Bay view"", ""Ocean view"", ""Portable fans"", ""Carbon monoxide alarm"", ""Gym"", ""Cleaning available during stay"", ""Shower gel"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Elevator"", ""Toaster"", ""Keypad"", ""Sea view"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Harbor view"", ""Smoke alarm"", ""Bed linens"", ""Paid parking off premises"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Refrigerator"", ""Oven"", ""Heating"", ""Conditioner"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed""]",$258.00,2,365,26,6,4644.0,4.33,4.67,4.67,4.67,4.67,4.67,4.33,0.32
4906,1097543001469817171,Private Room & Bathroom at the Center of Seattle!,,,2.0,Central Area,47.6006245,-122.3110131,Private room in townhouse,Private room,2,1.0,1.0,1.0,"[""Luggage dropoff allowed"", ""Dedicated workspace"", ""Self check-in"", ""Bathtub"", ""Wifi"", ""Dryer"", ""Clothing storage"", ""Hangers"", ""Cleaning products"", ""Washer"", ""Iron"", ""Body soap"", ""Portable fans"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Smart lock"", ""Lock on bedroom door"", ""Books and reading material"", ""Shower gel"", ""Exterior security cameras on property"", ""Shampoo"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee"", ""Microwave"", ""Heating"", ""Conditioner"", ""Essentials"", ""Free street parking"", ""First aid kit"", ""Extra pillows and blankets""]",$112.00,1,365,9,30,20160.0,4.97,4.97,5.0,4.87,5.0,4.83,4.83,2.48
4907,1097908948867756988,Seattle MIL Walk to Puget Sound,within an hour,99%,11.0,West Seattle,47.5316987,-122.3924387,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,"[""Free parking on premises"", ""Freezer"", ""Self check-in"", ""Dishes and silverware"", ""Mini fridge"", ""TV"", ""Room-darkening shades"", ""Indoor fireplace"", ""Outdoor dining area"", ""Wifi"", ""Private entrance"", ""Hangers"", ""Kitchenette"", ""Cleaning products"", ""Washer"", ""Dining table"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Coffee maker: drip coffee maker, espresso machine, Keurig coffee machine"", ""Free dryer \u2013 In unit"", ""Game console: Nintendo Switch"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Lockbox"", ""Smoke alarm"", ""Bed linens"", ""Pets allowed"", ""Fire extinguisher"", ""Coffee"", ""Microwave"", ""Cooking basics"", ""Dishwasher"", ""Heating"", ""Wine glasses"", ""Long term stays allowed"", ""Rice maker""]",$74.00,30,365,6,5,13320.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.29
